product_id,product_title,product_category,cnt,helpful_votes_cnt,total_votes_cnt,verified_purchase_cnt,vine_cnt,star_rating_mean,helpful_votes_mean,total_votes_mean,star_rating_with_verified_purchase_mean,star_rating_with_vine_mean,star_rating_with_votes_mean,star_rating_helpful_votes_weighted_mean,sentiment_score_mean,helpful_votes_ratio,verified_purchase_ratio,vine_ratio,percent_rank,label,unscaled_features,features,prediction
B003J216KO,Hannie Caulder,Video_DVD,55,179,237,43,0,4.472727272727273,3.2545454545454544,4.3090909090909095,4.5813953488372094,,19.527272727272727,3.675512368986945,5.3090909090909095,0.7552742616033755,0.7818181818181819,0.0,0.47445717096479517,0.47445717096479517,"[4.472727272727273, 55.0, 4.3090909090909095, 3.2545454545454544, 5.3090909090909095]","[8.817003117928277, 0.2610860947548258, 1.0563880249925572, 1.1056418657848497, 1.4710683946684693]",0.4862280899898273
B005LAIHC2,The Cabin in the Woods,Video_DVD,23,231,526,4,0,4.391304347826087,10.043478260869565,22.869565217391305,4.75,,52.08695652173913,2.700291056594314,8.173913043478262,0.4391634980988593,0.17391304347826086,0.0,0.600660529829246,0.600660529829246,"[4.391304347826087, 23.0, 22.869565217391305, 10.043478260869565, 8.173913043478262]","[8.656495638050826, 0.10918145780656352, 5.606550277570112, 3.4119941473880293, 2.264867063858245]",0.6504428158064318
B00E1LR2B4,20 Feet from Stardom,Video_DVD,638,682,1129,505,60,4.601880877742946,1.0689655172413792,1.7695924764890283,4.647524752475247,4.633333333333334,9.18652037617555,4.434465476804251,8.764984227129338,0.604074402125775,0.7915360501567398,0.09404388714733543,0.8856721242358232,0.8856721242358232,"[4.601880877742946, 638.0, 1.7695924764890283, 1.0689655172413792, 8.764984227129338]","[9.071601189458024, 3.0285986991559795, 0.43382150451644014, 0.3631514893398514, 2.4286439047820836]",0.6836813226023921
B00005OSJN,Wind River,Video_DVD,48,212,246,39,0,4.416666666666667,4.416666666666667,5.125,4.435897435897436,,23.916666666666668,3.912000022546897,7.833333333333333,0.8617886178861789,0.8125,0.0,0.8856721242358232,0.8856721242358232,"[4.416666666666667, 48.0, 5.125, 4.416666666666667, 7.833333333333333]","[8.706491899986764, 0.22785695542239343, 1.2564108630581312, 1.50044042772944, 2.170497602864151]",0.49902118256522865
B00EJGMF22,C.O.G.,Video_DVD,27,67,106,15,0,3.037037037037037,2.4814814814814814,3.925925925925926,3.6666666666666665,,11.62962962962963,2.1774037584382415,2.962962962962963,0.6320754716981132,0.5555555555555556,0.0,0.17075398777317125,0.17075398777317125,"[3.037037037037037, 27.0, 3.925925925925926, 2.4814814814814814, 2.962962962962963]","[5.986853968963645, 0.1281695374250963, 0.9624538499307093, 0.8430147476551152, 0.8209920010833668]",0.08392896311913957
B0047HXN2E,Lifted,Video_DVD,179,297,383,137,0,4.798882681564246,1.6592178770949721,2.1396648044692737,4.824817518248175,,12.893854748603353,4.726361545206786,4.932960893854749,0.7754569190600522,0.7653631284916201,0.0,0.9303632914060853,0.9303632914060853,"[4.798882681564246, 179.0, 2.1396648044692737, 1.6592178770949721, 4.932960893854749]","[9.459947138722837, 0.8497165629293422, 0.5245459714416287, 0.563673414612388, 1.366848484485234]",0.7900578357565152
B00000JRW5,Only Angels Have Wings,Video_DVD,49,235,333,22,0,4.326530612244898,4.795918367346939,6.795918367346939,4.5,,26.428571428571427,3.102195423623994,10.673469387755102,0.7057057057057057,0.4489795918367347,0.0,0.7578525753636427,0.7578525753636427,"[4.326530612244898, 49.0, 6.795918367346939, 4.795918367346939, 10.673469387755102]","[8.52880839182377, 0.23260397532702662, 1.666042080232385, 1.629280710896042, 2.9574561345148527]",0.7041419577648524
B00005JLG1,Above the Rim,Video_DVD,96,46,82,65,0,4.583333333333333,0.4791666666666667,0.8541666666666666,4.6923076923076925,,6.666666666666667,4.268427144249513,5.4375,0.5609756097560976,0.6770833333333334,0.0,0.6404328578455485,0.6404328578455485,"[4.583333333333333, 96.0, 0.8541666666666666, 0.4791666666666667, 5.4375]","[9.035038764137207, 0.45571391084478685, 0.2094018105096885, 0.16278363131026943, 1.5066486019881475]",0.5481971184961189
B00UO05DGC,Against the Sun,Video_DVD,35,22,30,33,0,4.0285714285714285,0.6285714285714286,0.8571428571428571,4.090909090909091,,6.457142857142857,3.949523809523809,5.0285714285714285,0.7333333333333333,0.9428571428571428,0.0,0.5565315157051507,0.5565315157051507,"[4.0285714285714285, 35.0, 0.8571428571428571, 0.6285714285714286, 5.0285714285714285]","[7.941447059179302, 0.16614569666216186, 0.21013143354282332, 0.21353976976850253, 1.3933407104100568]",0.230461167358895
B00000FA91,Chaos Theory,Video_DVD,32,108,188,17,0,3.875,3.375,5.875,4.294117647058823,,15.625,3.264993418056031,7.09375,0.574468085106383,0.53125,0.0,0.43391188251001334,0.43391188251001334,"[3.875, 32.0, 5.875, 3.375, 7.09375]","[7.638714591497821, 0.15190463694826228, 1.4402758674081015, 1.146562968359289, 1.9655703025937326]",0.4192835880814716
B0026MP1CC,Night Train,Video_DVD,33,64,106,10,0,3.606060606060606,1.9393939393939394,3.212121212121212,4.2,,10.424242424242424,3.0006912279639555,4.96969696969697,0.6037735849056604,0.30303030303030304,0.0,0.17075398777317125,0.17075398777317125,"[3.606060606060606, 33.0, 3.212121212121212, 1.9393939393939394, 4.96969696969697]","[7.108559424345968, 0.15665165685289548, 0.7874622408523985, 0.6588554879909719, 1.3770274927261925]",0.1788693393526526
B0000DZTMA,Herbie Goes Bananas,Video_DVD,42,20,51,27,0,4.166666666666667,0.47619047619047616,1.2142857142857142,4.518518518518518,,5.690476190476191,3.269444444444445,6.309523809523809,0.39215686274509803,0.6428571428571429,0.0,0.14847867331881104,0.14847867331881104,"[4.166666666666667, 42.0, 1.2142857142857142, 0.47619047619047616, 6.309523809523809]","[8.213671603761098, 0.19937483599459424, 0.29768619751899966, 0.16177255285492614, 1.7482731451641338]",0.2786680733224017
B004A8ZWV0,Beginners,Video_DVD,72,312,542,41,0,3.7083333333333335,4.333333333333333,7.527777777777778,4.097560975609756,,20.194444444444443,3.210834456761917,9.777777777777779,0.5756457564575646,0.5694444444444444,0.0,0.6837889115311644,0.6837889115311644,"[3.7083333333333335, 72.0, 7.527777777777778, 4.333333333333333, 9.777777777777779]","[7.310167727347378, 0.3417854331335901, 1.8454598584756288, 1.4721302309798279, 2.709273603575111]",0.5142747386284432
B00008W2SQ,The Gate,Video_DVD,31,103,174,12,0,4.0,3.3225806451612905,5.612903225806452,4.083333333333333,,17.193548387096776,2.944028803706223,5.064516129032258,0.5919540229885057,0.3870967741935484,0.0,0.31761647108425267,0.31761647108425267,"[4.0, 31.0, 5.612903225806452, 3.3225806451612905, 5.064516129032258]","[7.885124739610654, 0.1471576170436291, 1.3760219680384882, 1.12875494137163, 1.4033004405614484]",0.41158482401134344
B00003GPFT,Blue Streak,Video_DVD,96,106,262,33,0,4.15625,1.1041666666666667,2.7291666666666665,4.424242424242424,,8.364583333333334,2.556894457344341,6.21875,0.40458015267175573,0.34375,0.0,0.3942800927552526,0.3942800927552526,"[4.15625, 96.0, 2.7291666666666665, 1.1041666666666667, 6.21875]","[8.193137424751695, 0.45571391084478685, 0.6690643213846145, 0.37511010693236, 1.7231211022738009]",0.28615656343772766
156341029X,Stone Butch Blues,Books,50,267,339,7,0,4.76,5.34,6.78,4.714285714285714,,30.58,4.543558114035088,3.94,0.7876106194690266,0.14,0.0,0.8614861486148615,0.8614861486148615,"[4.76, 50.0, 6.78, 5.34, 3.94]","[9.383298440136677, 0.2373509952316598, 1.6621396393237324, 1.8141174077151418, 1.091714113440607]",0.7611589063730394
0810949792,Graffiti World: Street Art from Five Continents,Books,67,169,292,23,0,4.373134328358209,2.5223880597014925,4.358208955223881,4.913043478260869,,13.701492537313433,3.837615872398612,6.656716417910448,0.5787671232876712,0.34328358208955223,0.0,0.48144814481448145,0.48144814481448145,"[4.373134328358209, 67.0, 4.358208955223881, 2.5223880597014925, 6.656716417910448]","[8.620677420544485, 0.3180503336104242, 1.0684294780137584, 0.8569116269882581, 1.84447493974737]",0.4578448584004217
B0041T52S6,Scott Pilgrim vs. the World,Video_DVD,472,642,2280,298,0,4.38135593220339,1.3601694915254237,4.830508474576271,4.617449664429531,,9.084745762711865,3.727530948333949,8.470338983050848,0.28157894736842104,0.6313559322033898,0.0,0.8266460543883072,0.8266460543883072,"[4.38135593220339, 472.0, 4.830508474576271, 1.3601694915254237, 8.470338983050848]","[8.636884513514213, 2.2405933949868686, 1.1842152822540466, 0.4620799910148547, 2.347002186147911]",0.7893698058033147
B00000K3TI,The Stendhal Syndrome,Video_DVD,30,113,151,4,0,3.1333333333333333,3.7666666666666666,5.033333333333333,4.25,,14.9,2.5095127796851937,2.0,0.7483443708609272,0.13333333333333333,0.0,0.2243693345513316,0.2243693345513316,"[3.1333333333333333, 30.0, 5.033333333333333, 3.7666666666666666, 2.0]","[6.176681046028346, 0.1424105971389959, 1.2339384736375791, 1.2796208930824657, 0.5541696007312726]",0.3467626819678155
B00005NTMZ,Children of the Corn III: Urban Harvest,Video_DVD,22,17,41,3,0,3.1818181818181817,0.7727272727272727,1.8636363636363635,5.0,,5.818181818181818,2.6367965367965365,2.090909090909091,0.4146341463414634,0.13636363636363635,0.0,0.06275033377837116,0.06275033377837116,"[3.1818181818181817, 22.0, 1.8636363636363635, 0.7727272727272727, 2.090909090909091]","[6.272258315599384, 0.10443443790193033, 0.456876677475684, 0.26251273349640286, 0.5793591280372395]",0.09733731929065732
B00008L3UM,Before and After,Video_DVD,26,109,146,14,0,4.0,4.1923076923076925,5.615384615384615,4.428571428571429,,22.846153846153847,3.1397180445125654,5.0,0.7465753424657534,0.5384615384615384,0.0,0.2835359426603893,0.2835359426603893,"[4.0, 26.0, 5.615384615384615, 4.1923076923076925, 5.0]","[7.885124739610654, 0.1234225175204631, 1.3766302889792654, 1.4242206672497153, 1.3854240018281816]",0.41158482401134344
B001HN697M,Underworld: Rise of the Lycans,Video_DVD,425,166,528,299,0,4.303529411764706,0.3905882352941176,1.2423529411764707,4.498327759197324,,5.658823529411765,3.800997708174178,5.333333333333333,0.3143939393939394,0.7035294117647058,0.0,0.43391188251001334,0.43391188251001334,"[4.303529411764706, 425.0, 1.2423529411764707, 0.3905882352941176, 5.333333333333333]","[8.483466558086992, 2.0174834594691085, 0.3045669719114804, 0.13269155747112296, 1.4777856019500604]",0.4069104288918459
B000UGBOTA,Scarecrows,Video_DVD,51,155,283,21,0,3.843137254901961,3.0392156862745097,5.549019607843137,4.142857142857143,,15.980392156862745,2.6698508607245626,2.019607843137255,0.5477031802120141,0.4117647058823529,0.0,0.17075398777317125,0.17075398777317125,"[3.843137254901961, 51.0, 5.549019607843137, 3.0392156862745097, 2.019607843137255]","[7.575904161586707, 0.242098015136293, 1.360360685778866, 1.032489528515264, 0.5596026360325596]",0.296683181435698
B002WNUVKC,Planet Hulk,Video_DVD,42,65,103,18,0,4.023809523809524,1.5476190476190477,2.4523809523809526,4.5,,9.380952380952381,3.3037273242630385,9.547619047619047,0.6310679611650486,0.42857142857142855,0.0,0.6404328578455485,0.6404328578455485,"[4.023809523809524, 42.0, 2.4523809523809526, 1.5476190476190477, 9.547619047619047]","[7.93206000591786, 0.19937483599459424, 0.6012093793030778, 0.5257607967785101, 2.6455001177766704]",0.2884671893522617
0792846125,Stardust Memories,Video_DVD,47,235,331,19,0,4.468085106382978,5.0,7.042553191489362,4.526315789473684,,28.23404255319149,3.9045145194741675,12.23404255319149,0.7099697885196374,0.40425531914893614,0.0,0.720609936055091,0.720609936055091,"[4.468085106382978, 47.0, 7.042553191489362, 5.0, 12.23404255319149]","[8.80785210275658, 0.22310993551776023, 1.7265054309174526, 1.6986118049767245, 3.3898672385157633]",0.7059785103186383
B00004XPPI,Cruel Intentions 2,Video_DVD,78,203,344,14,0,2.7564102564102564,2.6025641025641026,4.410256410256411,4.142857142857143,,10.5,1.9457876899678523,1.1025641025641026,0.5901162790697675,0.1794871794871795,0.0,0.04237228585482398,0.04237228585482398,"[2.7564102564102564, 78.0, 4.410256410256411, 2.6025641025641026, 1.1025641025641026]","[5.433659676334265, 0.3702675525613893, 1.081189085408373, 0.8841492215648079, 0.3055037542492913]",0.1273953176671111
0310266300,The Irresistible Revolution: Living as an Ordinary Radical,Books,257,2575,3761,116,0,4.389105058365759,10.019455252918288,14.634241245136186,4.474137931034483,,31.964980544747082,2.6799653664597574,8.132295719844358,0.6846583355490561,0.45136186770428016,0.0,0.5712571257125713,0.5712571257125713,"[4.389105058365759, 257.0, 14.634241245136186, 10.019455252918288, 8.132295719844358]","[8.652160220117528, 1.2199841154907314, 3.587633106927308, 3.4038329944086114, 2.2533355360473926]",0.6600611357546721
B000WCBULO,Underdog,Video_DVD,106,152,248,70,0,4.330188679245283,1.4339622641509433,2.339622641509434,4.614285714285714,,9.622641509433961,4.1726816917221585,7.433962264150943,0.6129032258064516,0.660377358490566,0.0,0.06275033377837116,0.06275033377837116,"[4.330188679245283, 106.0, 2.339622641509434, 1.4339622641509433, 7.433962264150943]","[8.53601947047474, 0.5031841098911188, 0.5735663028778951, 0.4871490459555889, 2.059837949887938]",0.3630741169375852
B0020LH8WU,Hounddog,Video_DVD,112,829,1119,79,0,4.125,7.401785714285714,9.991071428571429,4.367088607594937,,34.49107142857143,3.2176576963980907,2.125,0.7408400357462019,0.7053571428571429,0.0,0.43391188251001334,0.43391188251001334,"[4.125, 112.0, 9.991071428571429, 7.401785714285714, 2.125]","[8.131534887723486, 0.531666229318918, 2.4493445222335346, 2.5145521184387585, 0.5888052007769772]",0.5643981854820204
B002ZG96ZC,Cop Out,Video_DVD,102,231,452,36,0,3.176470588235294,2.264705882352941,4.431372549019608,3.9444444444444446,,9.294117647058824,2.4348214574892544,5.637254901960785,0.5110619469026548,0.35294117647058826,0.0,0.14847867331881104,0.14847867331881104,"[3.176470588235294, 102.0, 4.431372549019608, 2.264705882352941, 5.637254901960785]","[6.261716704984931, 0.484196030272586, 1.0863657773357729, 0.769371229312987, 1.5619976491200087]",0.12810982240863267
B000062XE6,Husbands and Wives,Video_DVD,54,179,212,27,0,4.574074074074074,3.314814814814815,3.925925925925926,4.62962962962963,,20.27777777777778,4.055132406588499,9.462962962962964,0.8443396226415094,0.5,0.0,0.6404328578455485,0.6404328578455485,"[4.574074074074074, 54.0, 3.925925925925926, 3.314814814814815, 9.462962962962964]","[9.016786160573295, 0.2563390748501926, 0.9624538499307093, 1.126116715151236, 2.622043203460003]",0.497297215676763
B00CS7PKN0,Alyce Kills,Video_DVD,29,64,114,18,0,3.896551724137931,2.206896551724138,3.9310344827586206,3.9444444444444446,,12.620689655172415,2.7498768472906403,2.793103448275862,0.5614035087719298,0.6206896551724138,0.0,0.2835359426603893,0.2835359426603893,"[3.896551724137931, 29.0, 3.9310344827586206, 2.206896551724138, 2.793103448275862]","[7.681199099793137, 0.1376635772343627, 0.9637062296963965, 0.7497321070242094, 0.7739265113660877]",0.4092825107839892
B00004WEJZ,Never Say Never Again,Video_DVD,457,1840,2849,203,0,3.4792122538293215,4.0262582056892775,6.234135667396061,4.285714285714286,,14.0,2.6327076716593516,6.07776560788609,0.6458406458406458,0.4442013129102845,0.0,0.2835359426603893,0.2835359426603893,"[3.4792122538293215, 457.0, 6.234135667396061, 4.0262582056892775, 6.07776560788609]","[6.858505654256532, 2.1693880964173706, 1.52831917547211, 1.3678099436136424, 1.6840564701302476]",0.3759021163302165
B00109KN0M,I Could Never Be Your Woman,Video_DVD,59,182,252,30,0,3.7796610169491527,3.0847457627118646,4.271186440677966,4.1,,15.610169491525424,3.432844686845098,7.779661016949152,0.7222222222222222,0.5084745762711864,0.0,0.2538121003443187,0.2538121003443187,"[3.7796610169491527, 59.0, 4.271186440677966, 3.0847457627118646, 7.779661016949152]","[7.450774648021931, 0.2800741743733586, 1.0470956179930517, 1.0479571135788606, 2.1556258197936793]",0.28468299475337533
B00005JN5C,National Treasure,Video_DVD,65,607,730,3,0,4.123076923076923,9.338461538461539,11.23076923076923,5.0,,49.09230769230769,3.6335479082568733,13.307692307692308,0.8315068493150685,0.046153846153846156,0.0,0.5140889607195559,0.5140889607195559,"[4.123076923076923, 65.0, 11.23076923076923, 9.338461538461539, 13.307692307692308]","[8.127743962367903, 0.3085562938011578, 2.753260577958531, 3.172484201910375, 3.687359266404237]",0.5588158069309046
B00006ADDF,Sleepaway Camp III: Teenage Wasteland,Video_DVD,32,65,112,8,0,3.5625,2.03125,3.5,4.125,,11.65625,2.893230908584169,0.71875,0.5803571428571429,0.25,0.0,0.12866277844143068,0.12866277844143068,"[3.5625, 32.0, 3.5, 2.03125, 0.71875]","[7.022689221215739, 0.15190463694826228, 0.8580366869665286, 0.6900610457717944, 0.1991547002628011]",0.2039205246912171
B00IOFDKKK,Still Mine,Video_DVD,104,83,134,91,0,4.6826923076923075,0.7980769230769231,1.2884615384615385,4.670329670329671,,7.961538461538462,4.519086865515437,5.423076923076923,0.6194029850746269,0.875,0.0,0.720609936055091,0.720609936055091,"[4.6826923076923075, 104.0, 1.2884615384615385, 0.7980769230769231, 5.423076923076923]","[9.230903240842279, 0.4936900700818524, 0.31587064849866714, 0.2711245765635926, 1.5026521865982585]",0.5259994995916909
0767837398,SLC Punk,Video_DVD,201,425,766,57,0,4.3283582089552235,2.1144278606965172,3.810945273631841,4.491228070175438,,13.432835820895523,3.65797019637359,5.701492537313433,0.5548302872062664,0.2835820895522388,0.0,0.857213126273628,0.857213126273628,"[4.3283582089552235, 201.0, 3.810945273631841, 2.1144278606965172, 5.701492537313433]","[8.532411098832423, 0.9541510008312725, 0.9342659590850901, 0.7183184249901571, 1.579796921487658]",0.5530316304275659
B008220CQU,End of Watch,Video_DVD,208,285,494,153,0,4.139423076923077,1.3701923076923077,2.375,4.2026143790849675,,9.317307692307692,3.3677460986500622,4.341346153846154,0.5769230769230769,0.7355769230769231,0.0,0.8266460543883072,0.8266460543883072,"[4.139423076923077, 208.0, 2.375, 1.3701923076923077, 4.341346153846154]","[8.15996682789035, 0.9873801401637048, 0.582239180441573, 0.46548496578689086, 1.2029210323565847]",0.433761258968329
B004LWZW9W,We Bought a Zoo,Video_DVD,398,549,996,298,0,4.469849246231155,1.379396984924623,2.5025125628140703,4.644295302013423,,9.238693467336683,4.154437231579416,6.28643216080402,0.5512048192771084,0.7487437185929648,0.0,0.5565315157051507,0.5565315157051507,"[4.469849246231155, 398.0, 2.5025125628140703, 1.379396984924623, 6.28643216080402]","[8.81132971844683, 1.889313922044012, 0.6134993109968861, 0.46861200046845314, 1.7418748002884978]",0.5712983388555062
B00003CXWG,The Tailor of Panama,Video_DVD,85,192,471,18,0,3.223529411764706,2.2588235294117647,5.541176470588235,4.333333333333333,,10.976470588235294,2.552287649105989,5.988235294117647,0.40764331210191085,0.21176470588235294,0.0,0.43391188251001334,0.43391188251001334,"[3.223529411764706, 85.0, 5.541176470588235, 2.2588235294117647, 5.988235294117647]","[6.3544828783921155, 0.4034966918938217, 1.358437914491546, 0.7673728624836026, 1.6592489810130457]",0.24292024299923587
