product_id,product_title,product_category,cnt,helpful_votes_cnt,total_votes_cnt,verified_purchase_cnt,vine_cnt,star_rating_mean,helpful_votes_mean,total_votes_mean,star_rating_with_verified_purchase_mean,star_rating_with_vine_mean,star_rating_with_votes_mean,star_rating_helpful_votes_weighted_mean,sentiment_score_mean,helpful_votes_ratio,verified_purchase_ratio,vine_ratio,percent_rank,label,product_category_idx,product_category_vec,unscaled_features,features,prediction
B00004VVO5,The Color of Paradise,Video_DVD,83,475,620,28,0,4.795180722891566,5.72289156626506,7.469879518072289,4.857142857142857,,32.903614457831324,4.365741408341826,5.506024096385542,0.7661290322580645,0.3373493975903614,0.0,0.7941817159721735,0.7941817159721735,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.795180722891566, 83.0, 7.469879518072289, 5.72289156626506, 5.506024096385542]","[2.289820132886848, 0.0, 9.508312454862915, 0.47229558570230884, 2.0852334195407773, 2.248294787599067, 1.6551410300824798]",0.7487482637236403
B00004WEJZ,Never Say Never Again,Video_DVD,457,1840,2849,203,0,3.4792122538293215,4.0262582056892775,6.234135667396061,4.285714285714286,,14.0,2.6327076716593516,6.07776560788609,0.6458406458406458,0.4442013129102845,0.0,0.2835359426603893,0.2835359426603893,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.4792122538293215, 457.0, 6.234135667396061, 4.0262582056892775, 6.07776560788609]","[2.289820132886848, 0.0, 6.8988926837044025, 2.6004708754934356, 1.7402727854116928, 1.5817555221104662, 1.8270096630053076]",0.3189651905310472
B00005JLG1,Above the Rim,Video_DVD,96,46,82,65,0,4.583333333333333,0.4791666666666667,0.8541666666666666,4.6923076923076925,,6.666666666666667,4.268427144249513,5.4375,0.5609756097560976,0.6770833333333334,0.0,0.6404328578455485,0.6404328578455485,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.583333333333333, 96.0, 0.8541666666666666, 0.4791666666666667, 5.4375]","[2.289820132886848, 0.0, 9.088242536944977, 0.5462695931014656, 0.23844251769816083, 0.1882453837511675, 1.6345423110264754]",0.4650075834293046
B00005JLL2,Ballistic: Ecks vs. Sever,Video_DVD,21,30,72,0,0,2.5714285714285716,1.4285714285714286,3.4285714285714284,,,6.714285714285714,1.5638888888888889,4.380952380952381,0.4166666666666667,0.0,0.0,0.037172370177780904,0.037172370177780904,0.0,"(1.0, 0.0)","[1.0, 0.0, 2.5714285714285716, 21.0, 3.4285714285714284, 1.4285714285714286, 4.380952380952381]","[2.289820132886848, 0.0, 5.098858150597701, 0.11949647349094561, 0.957093311457426, 0.5612284732954061, 1.3169383042315117]",0.2035899495981521
B00005JMG9,Garfield,Video_DVD,51,171,336,0,0,3.3137254901960786,3.3529411764705883,6.588235294117647,,,15.568627450980392,2.285063809869517,15.470588235294118,0.5089285714285714,0.0,0.0,0.12866277844143068,0.12866277844143068,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.3137254901960786, 51.0, 6.588235294117647, 3.3529411764705883, 15.470588235294118]","[2.289820132886848, 0.0, 6.570750753983749, 0.2902057213351536, 1.8391204808397597, 1.317236240263924, 4.650543640838004]",0.33430568501871316
B00005JN5C,National Treasure,Video_DVD,65,607,730,3,0,4.123076923076923,9.338461538461539,11.23076923076923,5.0,,49.09230769230769,3.6335479082568733,13.307692307692308,0.8315068493150685,0.046153846153846156,0.0,0.5140889607195559,0.5140889607195559,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.123076923076923, 65.0, 11.23076923076923, 9.338461538461539, 13.307692307692308]","[2.289820132886848, 0.0, 8.175605034633579, 0.369870036995784, 3.1350941163765684, 3.6687073585110475, 4.0003652669507375]",0.48094316610057947
B00005JNEU,Friday Night Lights,Video_DVD,58,252,364,2,0,4.206896551724138,4.344827586206897,6.275862068965517,4.0,,22.689655172413794,3.328072502210433,18.82758620689655,0.6923076923076923,0.034482758620689655,0.0,0.7578525753636427,0.7578525753636427,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.206896551724138, 58.0, 6.275862068965517, 4.344827586206897, 18.82758620689655]","[2.289820132886848, 0.0, 8.341810077797772, 0.33003787916546884, 1.751920802868909, 1.706908667057063, 5.659675635801541]",0.6968330859500237
B00005MHOD,Masters of the Universe,Video_DVD,148,363,579,59,0,4.047297297297297,2.4527027027027026,3.9121621621621623,4.271186440677966,,14.04054054054054,3.3108925478466302,9.635135135135135,0.6269430051813472,0.39864864864864863,0.0,0.11088468835640503,0.11088468835640503,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.047297297297297, 148.0, 3.9121621621621623, 2.4527027027027026, 9.635135135135135]","[2.289820132886848, 0.0, 8.025342426973033, 0.8421656226980928, 1.0920887362998164, 0.963568615299748, 2.8963744461307908]",0.47642168780867356
B00005MKYU,Final Fight One,Video_Games,33,57,75,7,0,4.515151515151516,1.7272727272727273,2.272727272727273,4.857142857142857,,12.393939393939394,4.076046176046177,4.03030303030303,0.76,0.21212121212121213,0.0,0.8087512291052114,0.8087512291052114,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.515151515151516, 33.0, 2.272727272727273, 1.7272727272727273, 4.03030303030303]","[0.0, 2.688934168005617, 8.953045540527615, 0.1877801726286288, 0.6344368541857939, 0.6785762449844457, 1.2115311869955903]",0.6617404950268627
B00005NCCY,Mega Man Battle Network,Video_Games,51,113,181,13,0,4.686274509803922,2.215686274509804,3.549019607843137,4.615384615384615,,15.313725490196079,3.721778711484594,5.568627450980392,0.6243093922651933,0.2549019607843137,0.0,0.7260324483775811,0.7260324483775811,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.686274509803922, 51.0, 3.549019607843137, 2.215686274509804, 5.568627450980392]","[0.0, 2.688934168005617, 9.292363492320213, 0.2902057213351536, 0.9907166875952277, 0.8704543576013065, 1.6739599416958086]",0.7883046063798462
B00005NTMZ,Children of the Corn III: Urban Harvest,Video_DVD,22,17,41,3,0,3.1818181818181817,0.7727272727272727,1.8636363636363635,5.0,,5.818181818181818,2.6367965367965365,2.090909090909091,0.4146341463414634,0.13636363636363635,0.0,0.06275033377837116,0.06275033377837116,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.1818181818181817, 22.0, 1.8636363636363635, 0.7727272727272727, 2.090909090909091]","[2.289820132886848, 0.0, 6.30919316614362, 0.1251867817524192, 0.5202382204323509, 0.30357358328251516, 0.6285387361104942]",0.1301979563717162
B00005QIQP,Kessen II,Video_Games,36,86,143,5,0,3.9166666666666665,2.388888888888889,3.9722222222222223,4.6,,12.166666666666666,3.0076312576312576,8.61111111111111,0.6013986013986014,0.1388888888888889,0.0,0.4938544739429695,0.4938544739429695,1.0,"(0.0, 1.0)","[0.0, 1.0, 3.9166666666666665, 36.0, 3.9722222222222223, 2.388888888888889, 8.61111111111111]","[0.0, 2.688934168005617, 7.76631634975298, 0.2048510974130496, 1.1088546351491708, 0.9384987247884292, 2.588547210310127]",0.5214952763259965
B00007GZRK,10 to Midnight,Video_DVD,31,84,113,13,0,4.161290322580645,2.7096774193548385,3.6451612903225805,4.6923076923076925,,14.096774193548388,3.464544425580079,0.5161290322580645,0.7433628318584071,0.41935483870967744,0.0,0.3942800927552526,0.3942800927552526,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.161290322580645, 31.0, 3.6451612903225805, 2.7096774193548385, 0.5161290322580645]","[2.289820132886848, 0.0, 8.251377974891978, 0.17639955610568162, 1.0175548512941182, 1.0645236848312865, 0.1551512167678078]",0.5181551744185894
B00008L3UM,Before and After,Video_DVD,26,109,146,14,0,4.0,4.1923076923076925,5.615384615384615,4.428571428571429,,22.846153846153847,3.1397180445125654,5.0,0.7465753424657534,0.5384615384615384,0.0,0.2835359426603893,0.2835359426603893,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.0, 26.0, 5.615384615384615, 4.1923076923076925, 5.0]","[2.289820132886848, 0.0, 7.93155712315198, 0.1479480147983136, 1.5675470581882842, 1.6469897120169035, 1.5030274124381382]",0.4618240314597363
B00009AVA4,Little Giants,Video_DVD,58,136,250,26,0,3.8448275862068964,2.3448275862068964,4.310344827586207,4.076923076923077,,13.89655172413793,3.27291694584453,5.9655172413793105,0.544,0.4482758620689655,0.0,0.35577260909282554,0.35577260909282554,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.8448275862068964, 58.0, 4.310344827586207, 2.3448275862068964, 5.9655172413793105]","[2.289820132886848, 0.0, 7.623867407167635, 0.33003787916546884, 1.2032423096627125, 0.9211888044434942, 1.793267188633089]",0.45243627879348297
B00009MEKJ,The Mouse That Roared,Video_DVD,84,190,352,58,0,4.380952380952381,2.261904761904762,4.190476190476191,4.413793103448276,,14.452380952380953,2.5719748921073804,8.226190476190476,0.5397727272727273,0.6904761904761905,0.0,0.720609936055091,0.720609936055091,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.380952380952381, 84.0, 4.190476190476191, 2.261904761904762, 8.226190476190476]","[2.289820132886848, 0.0, 8.686943515833121, 0.47798589396378244, 1.1697807140035208, 0.888611749384393, 2.4728379571303654]",0.4433606606498706
B000294U5A,Lassie Come Home,Video_DVD,34,94,137,25,0,4.529411764705882,2.764705882352941,4.029411764705882,4.6,,14.941176470588236,4.0467771289306675,6.147058823529412,0.6861313868613139,0.7352941176470589,0.0,0.5140889607195559,0.5140889607195559,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.529411764705882, 34.0, 4.029411764705882, 2.764705882352941, 6.147058823529412]","[2.289820132886848, 0.0, 8.98132203651033, 0.1934704808901024, 1.1248192226564602, 1.086142163024639, 1.8478395835268877]",0.5309687626886529
B0006N2DSI,The Yes Men,Video_DVD,39,211,429,11,0,3.6923076923076925,5.410256410256411,11.0,4.181818181818182,,22.564102564102566,2.4245886389083475,8.384615384615385,0.49184149184149184,0.28205128205128205,0.0,0.7578525753636427,0.7578525753636427,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6923076923076925, 39.0, 11.0, 5.410256410256411, 8.384615384615385]","[2.289820132886848, 0.0, 7.321437344447982, 0.22192202219747043, 3.0706743742592417, 2.125472961685423, 2.5204613531654934]",0.5487302121543415
B0009MAO3W,Pom Poko,Video_DVD,109,451,785,73,0,4.293577981651376,4.137614678899083,7.201834862385321,4.47945205479452,,21.458715596330276,3.764486997843893,6.7889908256880735,0.5745222929936306,0.6697247706422018,0.0,0.8266460543883072,0.8266460543883072,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.293577981651376, 109.0, 7.201834862385321, 4.137614678899083, 6.7889908256880735]","[2.289820132886848, 0.0, 8.513689756043869, 0.6202436005006224, 2.0104081599612216, 1.6255030185262362, 2.040807862760041]",0.6839819270738894
B000A6T1ZY,Pumpkinhead II: Blood Wings,Video_DVD,44,51,103,17,0,3.477272727272727,1.1590909090909092,2.340909090909091,4.411764705882353,,7.181818181818182,2.416540404040404,2.1363636363636362,0.49514563106796117,0.38636363636363635,0.0,0.054809922001264846,0.054809922001264846,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.477272727272727, 44.0, 2.340909090909091, 1.1590909090909092, 2.1363636363636362]","[2.289820132886848, 0.0, 6.895046817285528, 0.2503735635048384, 0.6534699598113676, 0.45536037492377274, 0.6422026216781136]",0.15084778677620003
B000BKLB52,The Exterminator,Video_DVD,21,45,63,15,0,3.238095238095238,2.142857142857143,3.0,3.2666666666666666,,9.285714285714286,2.7826617826617825,3.7142857142857144,0.7142857142857143,0.7142857142857143,0.0,0.3942800927552526,0.3942800927552526,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.238095238095238, 21.0, 3.0, 2.142857142857143, 3.7142857142857144]","[2.289820132886848, 0.0, 6.420784337789698, 0.11949647349094561, 0.8374566475252478, 0.8418427099431092, 1.1165346492397599]",0.18329598181507417
B000E6EGT6,Werckmeister Harmonies,Video_DVD,27,156,299,4,0,4.0,5.777777777777778,11.074074074074074,4.5,,29.037037037037038,3.2618687952021284,9.62962962962963,0.5217391304347826,0.14814814814814814,0.0,0.8856721242358232,0.8856721242358232,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.0, 27.0, 11.074074074074074, 5.777777777777778, 9.62962962962963]","[2.289820132886848, 0.0, 7.93155712315198, 0.15363832305978722, 3.0913523161734457, 2.269857380883643, 2.8947194609919698]",0.5769321535976293
B000EZ9084,Survival Island,Video_DVD,72,358,567,56,0,3.6944444444444446,4.972222222222222,7.875,3.9107142857142856,,22.76388888888889,2.313997378538787,4.527777777777778,0.6313932980599647,0.7777777777777778,0.0,0.08207434474035556,0.08207434474035556,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.6944444444444446, 72.0, 7.875, 4.972222222222222, 4.527777777777778]","[2.289820132886848, 0.0, 7.325674287355649, 0.4097021948260992, 2.1983236997537756, 1.9533868806642887, 1.3610748234856473]",0.4712545021404374
B000HE7KZC,Yoshi's Island DS,Video_Games,140,303,558,85,0,4.3428571428571425,2.164285714285714,3.9857142857142858,4.517647058823529,,12.464285714285714,3.701141917358303,7.114285714285714,0.543010752688172,0.6071428571428571,0.0,0.7819567354965585,0.7819567354965585,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.3428571428571425, 140.0, 3.9857142857142858, 2.164285714285714, 7.114285714285714]","[0.0, 2.688934168005617, 8.611404876565006, 0.796643156606304, 1.1126209745692577, 0.8502611370425402, 2.1385932896976936]",0.633395731413775
B000JLQPYU,Altered,Video_DVD,69,228,496,24,0,3.536231884057971,3.3043478260869565,7.188405797101449,3.8333333333333335,,16.391304347826086,2.394195896620872,1.8115942028985508,0.4596774193548387,0.34782608695652173,0.0,0.09394982784062961,0.09394982784062961,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.536231884057971, 69.0, 7.188405797101449, 3.3043478260869565, 1.8115942028985508]","[2.289820132886848, 0.0, 7.011956297279287, 0.3926312700416784, 2.006659406630545, 1.2981458599702438, 0.544575149434108]",0.41438968826523936
B000OOOISM,Tales of the World: Radiant Mythology,Video_Games,34,117,164,22,0,4.0588235294117645,3.4411764705882355,4.823529411764706,3.909090909090909,,18.058823529411764,3.1753854410616706,11.588235294117647,0.7134146341463414,0.6470588235294118,0.0,0.36172566371681414,0.36172566371681414,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.0588235294117645, 34.0, 4.823529411764706, 3.4411764705882355, 11.588235294117647]","[0.0, 2.688934168005617, 8.048197669080684, 0.1934704808901024, 1.3464989234719669, 1.3519003518498167, 3.4834870617683906]",0.5812546110935869
B000P2XJ92,Picross DS,Video_Games,69,159,188,25,0,4.405797101449275,2.3043478260869565,2.7246376811594204,4.36,,13.956521739130435,4.124798269363486,10.797101449275363,0.8457446808510638,0.36231884057971014,0.0,0.8343166175024582,0.8343166175024582,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.405797101449275, 69.0, 2.7246376811594204, 2.3043478260869565, 10.797101449275363]","[0.0, 2.688934168005617, 8.736207845790586, 0.3926312700416784, 0.7605886460615777, 0.9052859286634595, 3.245667890627284]",0.7959272549626486
B000WCBULO,Underdog,Video_DVD,106,152,248,70,0,4.330188679245283,1.4339622641509433,2.339622641509434,4.614285714285714,,9.622641509433961,4.1726816917221585,7.433962264150943,0.6129032258064516,0.660377358490566,0.0,0.06275033377837116,0.06275033377837116,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.330188679245283, 106.0, 2.339622641509434, 1.4339622641509433, 7.433962264150943]","[2.289820132886848, 0.0, 8.586284715864997, 0.6031726757162016, 0.6531108446108851, 0.5633463165908605, 2.234689813209911]",0.3813756921367794
B000ZBEOEC,Daddy Day Camp,Video_DVD,33,34,59,17,0,3.909090909090909,1.0303030303030303,1.7878787878787878,4.235294117647059,,7.7272727272727275,3.3147546897546896,7.212121212121212,0.576271186440678,0.5151515151515151,0.0,0.04237228585482398,0.04237228585482398,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.909090909090909, 33.0, 1.7878787878787878, 1.0303030303030303, 7.212121212121212]","[2.289820132886848, 0.0, 7.751294461262162, 0.1877801726286288, 0.49909032529282443, 0.4047647777100202, 2.1680031767289507]",0.27270711454360486
B00109KN0M,I Could Never Be Your Woman,Video_DVD,59,182,252,30,0,3.7796610169491527,3.0847457627118646,4.271186440677966,4.1,,15.610169491525424,3.432844686845098,7.779661016949152,0.7222222222222222,0.5084745762711864,0.0,0.2538121003443187,0.2538121003443187,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.7796610169491527, 59.0, 4.271186440677966, 3.0847457627118646, 7.779661016949152]","[2.289820132886848, 0.0, 7.494649315520727, 0.33572818742694244, 1.1923111591884885, 1.211873008437877, 2.338608753590188]",0.30800132661751967
B00171NYHM,Etrian Odyssey II: Heroes of Lagaard,Video_Games,30,116,131,24,0,4.466666666666667,3.8666666666666667,4.366666666666666,4.375,,22.233333333333334,4.30892857142857,6.833333333333333,0.8854961832061069,0.8,0.0,0.8087512291052114,0.8087512291052114,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.466666666666667, 30.0, 4.366666666666666, 3.8666666666666667, 6.833333333333333]","[0.0, 2.688934168005617, 8.856905454186379, 0.17070924784420802, 1.218964675842305, 1.5190584010528994, 2.0541374636654552]",0.6525100821308546
B001YYQ9S8,Anacondas: Trail of Blood,Video_DVD,31,60,82,25,0,4.032258064516129,1.935483870967742,2.6451612903225805,4.36,,11.0,3.70284178187404,2.5806451612903225,0.7317073170731707,0.8064516129032258,0.0,0.02262666010821446,0.02262666010821446,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.032258064516129, 31.0, 2.6451612903225805, 1.935483870967742, 2.5806451612903225]","[2.289820132886848, 0.0, 7.99552129349998, 0.17639955610568162, 0.738402635452369, 0.7603740605937761, 0.775756083839039]",0.222596273415528
B002WNUVKC,Planet Hulk,Video_DVD,42,65,103,18,0,4.023809523809524,1.5476190476190477,2.4523809523809526,4.5,,9.380952380952381,3.3037273242630385,9.547619047619047,0.6310679611650486,0.42857142857142855,0.0,0.6404328578455485,0.6404328578455485,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.023809523809524, 42.0, 2.4523809523809526, 1.5476190476190477, 9.547619047619047]","[2.289820132886848, 0.0, 7.978768772694551, 0.23899294698189122, 0.6845875769452423, 0.60799751273669, 2.8700666304175875]",0.3211591888874338
B002ZG96ZC,Cop Out,Video_DVD,102,231,452,36,0,3.176470588235294,2.264705882352941,4.431372549019608,3.9444444444444446,,9.294117647058824,2.4348214574892544,5.637254901960785,0.5110619469026548,0.35294117647058826,0.0,0.14847867331881104,0.14847867331881104,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.176470588235294, 102.0, 4.431372549019608, 2.264705882352941, 5.637254901960785]","[2.289820132886848, 0.0, 6.298589480150102, 0.5804114426703072, 1.2370274662791243, 0.8897121973712468, 1.6945897297096657]",0.18934091232013958
B002ZG97CO,Daybreakers,Video_DVD,143,126,251,67,0,3.909090909090909,0.8811188811188811,1.7552447552447552,4.402985074626866,,6.846153846153846,2.7238758910087584,6.573426573426573,0.50199203187251,0.46853146853146854,0.0,0.35577260909282554,0.35577260909282554,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.909090909090909, 143.0, 1.7552447552447552, 0.8811188811188811, 6.573426573426573]","[2.289820132886848, 0.0, 7.751294461262162, 0.8137140813907249, 0.48998046277118223, 0.3461563031094743, 1.976008066701888]",0.39969252613529027
B003X3BY8I,Bill Burr: Let It Go,Video_DVD,101,117,250,85,0,4.821782178217822,1.1584158415841583,2.4752475247524752,4.858823529411764,,10.03960396039604,4.561499321648219,5.267326732673268,0.468,0.8415841584158416,0.0,0.9818002951303493,0.9818002951303493,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.821782178217822, 101.0, 2.4752475247524752, 1.1584158415841583, 5.267326732673268]","[2.289820132886848, 0.0, 9.561060195482709, 0.5747211344088337, 0.6909708312914585, 0.45509516794944316, 1.583387293895227]",0.8770292799098225
B0041KKZIM,Hemingway & Gellhorn,Video_DVD,56,156,290,37,0,3.767857142857143,2.7857142857142856,5.178571428571429,4.243243243243243,,13.071428571428571,2.8644598176805993,3.017857142857143,0.5379310344827586,0.6607142857142857,0.0,0.3942800927552526,0.3942800927552526,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.767857142857143, 56.0, 5.178571428571429, 2.7857142857142856, 3.017857142857143]","[2.289820132886848, 0.0, 7.471243540111909, 0.31865726264252164, 1.4456096891804873, 1.094395522926042, 0.9071844025073048]",0.2860420088753457
B004A8ZWV0,Beginners,Video_DVD,72,312,542,41,0,3.7083333333333335,4.333333333333333,7.527777777777778,4.097560975609756,,20.194444444444443,3.210834456761917,9.777777777777779,0.5756457564575646,0.5694444444444444,0.0,0.6837889115311644,0.6837889115311644,0.0,"(1.0, 0.0)","[1.0, 0.0, 3.7083333333333335, 72.0, 7.527777777777778, 4.333333333333333, 9.777777777777779]","[2.289820132886848, 0.0, 7.353214416255482, 0.4097021948260992, 2.101395847030946, 1.702393035662732, 2.9392536065456927]",0.4417932864618728
B005LAIHC2,The Cabin in the Woods,Video_DVD,23,231,526,4,0,4.391304347826087,10.043478260869565,22.869565217391305,4.75,,52.08695652173913,2.700291056594314,8.173913043478262,0.4391634980988593,0.17391304347826086,0.0,0.600660529829246,0.600660529829246,0.0,"(1.0, 0.0)","[1.0, 0.0, 4.391304347826087, 23.0, 22.869565217391305, 10.043478260869565, 8.173913043478262]","[2.289820132886848, 0.0, 8.707470319982065, 0.1308770900138928, 6.384089805772179, 3.945680179646399, 2.4571230742466956]",0.7716734215664854
B007A7UJ4S,Ni no Kuni: Wrath of the White Witch,Video_Games,844,2085,5350,621,0,4.62085308056872,2.470379146919431,6.338862559241706,4.647342995169082,,15.01777251184834,4.225282630071947,9.812796208530806,0.3897196261682243,0.735781990521327,0.0,0.8821288102261554,0.8821288102261554,1.0,"(0.0, 1.0)","[0.0, 1.0, 4.62085308056872, 844.0, 6.338862559241706, 2.470379146919431, 9.812796208530806]","[0.0, 2.688934168005617, 9.1626400415559, 4.802620172683719, 1.7695075293286238, 0.9705129819604802, 2.949780338818166]",0.9803144193365159
